Time,Value
10.32,-84.914
10.34,-97.077
10.36,-107.153
10.38,-114.928
10.4,-120.256
10.42,-123.065
10.44,-123.352
10.46,-121.185
10.48,-116.695
10.5,-110.071
10.52,-101.546
10.54,-91.394
10.56,-79.912
10.58,-67.415
10.6,-54.22
10.62,-40.64
10.64,-26.974
10.66,-13.498
10.68,-0.458
10.7,11.931
10.72,23.491
10.74,34.081
10.76,43.596
10.78,51.969
10.8,59.166
10.82,65.18
10.84,70.031
10.86,73.762
10.88,76.429
10.9,78.102
10.92,78.856
10.94,78.771
10.96,77.927
10.98,76.399
11.0,74.257
11.02,71.564
11.04,68.375
11.06,64.735
11.08,60.681
11.1,56.243
11.12,51.442
11.14,46.293
11.16,40.81
11.18,35.0
11.2,28.872
11.22,22.435
11.24,15.697
11.26,8.675
11.28,1.386
11.3,-6.146
11.32,-13.89
11.34,-21.808
11.36,-29.857
11.38,-37.985
11.4,-46.135
11.42,-54.242
11.44,-62.239
11.46,-70.051
11.48,-77.602
11.5,-84.813
11.52,-91.606
11.54,-97.901
11.56,-103.621
11.58,-108.694
11.6,-113.05
11.62,-116.628
11.64,-119.371
11.66,-121.233
11.68,-122.176
11.7,-122.173
11.72,-121.207
11.74,-119.274
11.76,-116.38
11.78,-112.545
11.8,-107.798
11.82,-102.183
11.84,-95.754
11.86,-88.574
11.88,-80.717
11.9,-72.267
11.92,-63.313
11.94,-53.952
11.96,-44.285
11.98,-34.417
12.0,-24.453
12.02,-14.498
12.04,-4.657
12.06,4.97
12.08,14.289
12.1,23.21
12.12,31.653
12.14,39.546
12.16,46.827
12.18,53.442
12.2,59.351
12.22,64.522
12.24,68.933
12.26,72.572
12.28,75.436
12.3,77.527
12.32,78.854
12.34,79.431
12.36,79.271
12.38,78.393
12.4,76.811
12.42,74.54
12.44,71.592
12.46,67.974
12.48,63.692
12.5,58.75
12.52,53.147
12.54,46.887
12.56,39.974
12.58,32.418
12.6,24.236
12.62,15.46
12.64,6.135
12.66,-3.673
12.68,-13.88
12.7,-24.374
12.72,-35.021
12.74,-45.658
12.76,-56.1
12.78,-66.138
12.8,-75.545
12.82,-84.079
12.84,-91.493
12.86,-97.542
12.88,-101.989
12.9,-104.62
12.92,-105.25
12.94,-103.734
12.96,-99.977
12.98,-93.94
13.0,-85.649
13.02,-75.197
13.04,-62.746
13.06,-48.529
13.08,-32.839
13.1,-16.03
13.12,1.498
13.14,19.307
13.16,36.941
13.18,53.933
13.2,69.828
13.22,84.198
13.24,96.654
13.26,106.865
13.28,114.564
13.3,119.564
13.32,121.759
13.34,121.129
13.36,117.74
13.38,111.739
13.4,103.345
13.42,92.842
13.44,80.568
13.46,66.896
13.48,52.224
13.5,36.959
13.52,21.502
13.54,6.236
13.56,-8.487
13.58,-22.353
13.6,-35.096
13.62,-46.5
13.64,-56.401
13.66,-64.689
13.68,-71.304
13.7,-76.231
13.72,-79.495
13.74,-81.156
13.76,-81.298
13.78,-80.026
13.8,-77.46
13.82,-73.723
13.84,-68.942
13.86,-63.241
13.88,-56.737
13.9,-49.544
13.92,-41.763
13.94,-33.49
13.96,-24.814
13.98,-15.82
14.0,-6.587
14.02,2.805
14.04,12.278
14.06,21.749
14.08,31.134
14.1,40.342
14.12,49.282
14.14,57.855
14.16,65.96
14.18,73.498
14.2,80.365
14.22,86.463
14.24,91.698
14.26,95.985
14.28,99.246
14.3,101.417
14.32,102.448
14.34,102.304
14.36,100.97
14.38,98.445
14.4,94.75
14.42,89.921
14.44,84.015
14.46,77.102
14.48,69.272
14.5,60.625
14.52,51.272
14.54,41.337
14.56,30.947
14.58,20.237
14.6,9.34
14.62,-1.608
14.64,-12.475
14.66,-23.134
14.68,-33.467
14.7,-43.36
14.72,-52.713
14.74,-61.436
14.76,-69.453
14.78,-76.698
14.8,-83.12
14.82,-88.683
14.84,-93.362
14.86,-97.146
14.88,-100.036
14.9,-102.046
14.92,-103.198
14.94,-103.525
14.96,-103.069
14.98,-101.876
15.0,-100.0
15.02,-97.497
15.04,-94.427
15.06,-90.85
15.08,-86.825
15.1,-82.411
15.12,-77.663
15.14,-72.631
15.16,-67.362
15.18,-61.897
15.2,-56.27
15.22,-50.508
15.24,-44.634
15.26,-38.662
15.28,-32.601
15.3,-26.455
15.32,-20.223
15.34,-13.902
15.36,-7.485
15.38,-0.967
15.4,5.657
15.42,12.39
15.44,19.227
15.46,26.16
15.48,33.169
15.5,40.227
15.52,47.292
15.54,54.313
15.56,61.223
15.58,67.943
15.6,74.38
15.62,80.428
15.64,85.971
15.66,90.882
15.68,95.031
15.7,98.282
15.72,100.501
15.74,101.558
15.76,101.336
15.78,99.73
15.8,96.656
15.82,92.055
15.84,85.899
15.86,78.19
15.88,68.971
15.9,58.323
15.92,46.368
15.94,33.269
15.96,19.227
15.98,4.482
16.0,-10.697
16.02,-26.012
16.04,-41.148
16.06,-55.779
16.08,-69.578
16.1,-82.226
16.12,-93.425
16.14,-102.902
16.16,-110.424
16.18,-115.805
16.2,-118.91
16.22,-119.665
16.24,-118.054
16.26,-114.126
16.28,-107.99
16.3,-99.814
16.32,-89.816
16.34,-78.262
16.36,-65.45
16.38,-51.705
16.4,-37.366
16.42,-22.778
16.44,-8.276
16.46,5.821
16.48,19.219
16.5,31.658
16.52,42.916
16.54,52.81
16.56,61.203
16.58,67.998
16.6,73.141
16.62,76.614
16.64,78.43
16.66,78.631
16.68,77.281
16.7,74.463
16.72,70.272
16.74,64.81
16.76,58.19
16.78,50.527
16.8,41.941
16.82,32.556
16.84,22.502
16.86,11.915
16.88,0.94
16.9,-10.269
16.92,-21.546
16.94,-32.717
16.96,-43.596
16.98,-53.991
17.0,-63.702
17.02,-72.53
17.04,-80.278
17.06,-86.76
17.08,-91.804
17.1,-95.257
17.12,-96.996
17.14,-96.931
17.16,-95.005
17.18,-91.206
17.2,-85.561
17.22,-78.143
17.24,-69.067
17.26,-58.487
17.28,-46.596
17.3,-33.616
17.32,-19.796
17.34,-5.404
17.36,9.282
17.38,23.978
17.4,38.406
17.42,52.299
17.44,65.407
17.46,77.505
17.48,88.396
17.5,97.916
17.52,105.935
17.54,112.362
17.56,117.142
17.58,120.256
17.6,121.72
17.62,121.584
17.64,119.924
17.66,116.842
17.68,112.461
17.7,106.92
17.72,100.368
17.74,92.963
17.76,84.866
17.78,76.233
17.8,67.22
17.82,57.972
17.84,48.624
17.86,39.299
17.88,30.104
17.9,21.133
17.92,12.463
17.94,4.157
17.96,-3.74
17.98,-11.194
18.0,-18.187
18.02,-24.711
18.04,-30.77
18.06,-36.373
18.08,-41.54
18.1,-46.293
18.12,-50.657
18.14,-54.66
18.16,-58.326
18.18,-61.682
18.2,-64.747
18.22,-67.538
18.24,-70.066
18.26,-72.336
18.28,-74.346
18.3,-76.088
18.32,-77.546
18.34,-78.698
18.36,-79.516
18.38,-79.966
18.4,-80.01
18.42,-79.608
18.44,-78.714
18.46,-77.285
18.48,-75.277
18.5,-72.649
18.52,-69.362
18.54,-65.385
18.56,-60.695
18.58,-55.274
18.6,-49.12
18.62,-42.237
18.64,-34.647
18.66,-26.384
18.68,-17.496
18.7,-8.047
18.72,1.882
18.74,12.199
18.76,22.795
18.78,33.547
18.8,44.322
18.82,54.979
18.84,65.365
18.86,75.326
18.88,84.704
18.9,93.345
18.92,101.097
18.94,107.819
18.96,113.381
18.98,117.667
19.0,120.583
19.02,122.055
19.04,122.033
19.06,120.494
19.08,117.443
19.1,112.912
19.12,106.965
19.14,99.689
19.16,91.2
19.18,81.637
19.2,71.16
19.22,59.944
19.24,48.178
19.26,36.06
19.28,23.788
19.3,11.563
19.32,-0.424
19.34,-11.991
19.36,-22.967
19.38,-33.202
19.4,-42.563
19.42,-50.938
19.44,-58.234
19.46,-64.381
19.48,-69.326
19.5,-73.037
19.52,-75.494
19.54,-76.692
19.56,-76.638
19.58,-75.346
19.6,-72.838
19.62,-69.143
19.64,-64.294
19.66,-58.334
19.68,-51.311
19.7,-43.285
19.72,-34.327
19.74,-24.527
19.76,-13.991
19.78,-2.849
19.8,8.744
19.82,20.609
19.84,32.541
19.86,44.309
19.88,55.664
19.9,66.339
19.92,76.057
19.94,84.541
19.96,91.522
19.98,96.749
